"props_pageProps_address_buildings_0_bathroomCondition","props_pageProps_address_buildings_0_buildingName","props_pageProps_address_buildings_0_externalWallMaterial","props_pageProps_address_buildings_0_heatingInstallation","props_pageProps_address_buildings_0_housingArea","props_pageProps_address_buildings_0_kitchenCondition","props_pageProps_address_buildings_0_numberOfFloors","props_pageProps_address_buildings_0_numberOfToilets","props_pageProps_address_buildings_0_roofingMaterial","props_pageProps_address_buildings_0_toiletCondition","props_pageProps_address_buildings_0_yearBuilt","props_pageProps_address_municipality_name","props_pageProps_address_coordinates_lat","props_pageProps_address_coordinates_lon","props_pageProps_address_events_0_at","props_pageProps_address_events_0_label","props_pageProps_dataLayer_virtualPagePath","props_pageProps_dataLayer_detailMetaData"
"","Udhus","Træ","","","","","","Tagpap med stor hældning","","2017.0","Allerød","55.867855","12.338117","","","/adresse/raadhusparken-42a-3450-alleroed-02016978_42a_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Varmepumpe","167.0","Eget køkken med afløb","1.0","2.0","Tegl","Vandskyllende toilet i enheden","2011.0","Allerød","55.873295","12.299086","2016-09-13T15:46:14.113Z","Af markedet","/adresse/kolleroed-bygade-8d-3450-alleroed-02014330__8d_______","value:2850000|sqm:167|lastPrice:1000000|sqmPr:5988|rooms:"
"Badeværelse i enheden","Række- og kædehus","Mursten","Fjernvarme/blokvarme","125.0","Eget køkken med afløb","1.0","2.0","Betontagsten","Vandskyllende toilet i enheden","2018.0","Allerød","55.863422","12.38595","2018-07-17T07:09:31.723Z","Af markedet","/adresse/frugtlunden-68-3450-alleroed-02012219__68_______","value:2750000|sqm:125|lastPrice:3750000|sqmPr:30000|rooms:"
"","Udhus","Andet materiale","","","","","","Tagpap med lille hældning","","2019.0","Allerød","55.86781","12.325028","","","/adresse/tunet-37b-0-3450-alleroed-02018945_37b_st____","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","Kolonihavehus","Træ","Elvarme","36.0","","1.0","","Andet materiale","","1991.0","Allerød","55.85663","12.325075","","","/adresse/groendalstien-52-3450-alleroed-02012570__52_______","value:|sqm:36|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Række- og kædehus","Træ","Centralvarme med én fyringsenhed","61.0","Eget køkken med afløb","1.0","1.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1979.0","Allerød","55.840725","12.272209","1990-01-01T00:00:00Z","Ombygningsår","/adresse/elmedalen-2a-4-3540-lynge-02011675__2a______4","value:|sqm:61|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Række- og kædehus","Mursten","Fjernvarme/blokvarme","144.0","Eget køkken med afløb","2.0","2.0","Betontagsten","Vandskyllende toilet i enheden","2019.0","Allerød","55.863274","12.385452","2019-01-01T00:00:00Z","Byggeår","/adresse/frugtlunden-51-3450-alleroed-02012219__51_______","value:2650000|sqm:144|lastPrice:3495000|sqmPr:24270|rooms:"
"Badeværelse i enheden","Række- og kædehus","Fibercement uden asbest","Varmepumpe","106.0","Eget køkken med afløb","1.0","1.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","2020.0","Allerød","55.848278","12.277914","2020-01-01T00:00:00Z","Byggeår","/adresse/baunebakken-16-3540-lynge-02010005__16_______","value:|sqm:106|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Andet materiale","Fjernvarme/blokvarme","131.0","Eget køkken med afløb","4.0","2.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","2017.0","Allerød","55.86678","12.3364525","2023-10-20T07:41:30.756107Z","På markedet","/adresse/raadhusparken-1-2-tv-3450-alleroed-02016978___1__2__tv?udbud=acd27ac3-36c1-49f6-a6ce-86247e741783","pay:240000|sqmPr:36221|sqm:|floor:2|rooms:4|fees:3897|built:2017"
"","","","","","","","","","","","Allerød","55.863655","12.375056","","","/adresse/teglskoven-96-3450-alleroed-02010004__96_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Allerød","55.870117","12.386235","","","/adresse/blovstroed-alle-2-0-3450-alleroed-02010764___2_st____","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","67.0","Eget køkken med afløb","2.0","1.0","Levende tage","Vandskyllende toilet i enheden","2013.0","Allerød","55.876556","12.35445","2013-01-01T00:00:00Z","Byggeår","/adresse/poppelvaenget-2-140-3450-alleroed-02016380___2____140","value:|sqm:67|lastPrice:|sqmPr:|rooms:"
"","Kolonihavehus","Træ","Elvarme","17.0","","1.0","","Andet materiale","","1996.0","Allerød","55.85487","12.325784","","","/adresse/groendalstien-35-3450-alleroed-02012570__35_______","value:|sqm:17|lastPrice:|sqmPr:|rooms:"
"","Fritliggende overdækning","Andet materiale","","","","","","Andet materiale","","1993.0","Allerød","55.86814","12.359631","","","/adresse/vandvaerksvej-4-3450-alleroed-02019135___4_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Række- og kædehus","Betonelementer","Varmepumpe","115.0","Eget køkken med afløb","2.0","1.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","2017.0","Allerød","55.832504","12.278591","2017-01-01T00:00:00Z","Byggeår","/adresse/julemosevaenge-39-3540-lynge-02013755__39_______","value:|sqm:115|lastPrice:22353000|sqmPr:194373|rooms:"
"Badeværelse i enheden","Række- og kædehus","Mursten","Centralvarme med én fyringsenhed","143.0","Eget køkken med afløb","1.0","2.0","Tegl","Vandskyllende toilet i enheden","1971.0","Allerød","55.870163","12.386448","2018-01-01T00:00:00Z","Ombygningsår","/adresse/sjaelsoe-alle-1g-3450-alleroed-02017142__1g_______","value:2300000|sqm:143|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Allerød","55.840782","12.277543","","","/adresse/lynghoejvej-6-3540-lynge-02015381___6_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Række- og kædehus","Mursten","Varmepumpe","92.0","Eget køkken med afløb","2.0","1.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","2019.0","Allerød","55.863243","12.372787","2019-01-01T00:00:00Z","Byggeår","/adresse/teglhaven-41-3450-alleroed-02010001__41_______","value:564200|sqm:92|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Allerød","55.846245","12.297095","","","/adresse/lyngevej-228-3540-lynge-02015315_228_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Allerød","55.867245","12.334964","","","/adresse/kirsebaergaarden-5-3450-alleroed-02014170___5_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Allerød","55.86619","12.337977","","","/adresse/raadhusparken-58a-110-3450-alleroed-02016978_58a____110","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Allerød","55.831078","12.281121","","","/adresse/julemosegaard-153-3540-lynge-02010006_153_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Allerød","55.831635","12.280712","","","/adresse/julemosegaard-14-3540-lynge-02010006__14_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Allerød","55.883247","12.349202","","","/adresse/gydevang-4b-3450-alleroed-02012624__4b_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","Garage","Træ","","","","","","Andet materiale","","1992.0","Allerød","55.85474","12.325915","","","/adresse/groendalstien-31a-3450-alleroed-02012570_31a_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Allerød","55.831596","12.28041","","","/adresse/julemosegaard-11-3540-lynge-02010006__11_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Allerød","55.885307","12.341902","","","/adresse/ellevej-49s-3450-alleroed-02011650_49s_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Centralvarme med én fyringsenhed","101.0","Eget køkken med afløb","1.0","1.0","Betontagsten","Vandskyllende toilet i enheden","2014.0","Allerød","55.88093","12.345663","2014-11-07T00:00:00Z","Fri handel","/adresse/williamsvej-18-3450-alleroed-02019645__18_______","value:2350000|sqm:101|lastPrice:2545000|sqmPr:25198|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Centralvarme med én fyringsenhed","224.0","Eget køkken med afløb","1.0","2.0","Betontagsten","Vandskyllende toilet i enheden","2018.0","Allerød","55.854008","12.336895","2018-01-01T00:00:00Z","Byggeår","/adresse/lyngevej-219-3450-alleroed-02015315_219_______","value:3850000|sqm:224|lastPrice:1197500|sqmPr:5345|rooms:"
"","","","","","","","","","","","Allerød","55.866592","12.386394","","","/adresse/kaervej-8-3450-alleroed-02014717___8_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Adgang til badeværelse","Række- og kædehus","Mursten","Centralvarme med én fyringsenhed","44.0","Adgang til fælles køkken","1.0","","Tegl","Vandskyllende toilet uden for enheden","1990.0","Allerød","55.86114","12.335119","1990-01-01T00:00:00Z","Byggeår","/adresse/lindebakken-35-4-3450-alleroed-02014925__35______4","value:|sqm:44|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Allerød","55.845947","12.330652","","","/adresse/boegeholm-alle-6-3450-alleroed-02011187___6_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Centralvarme med én fyringsenhed","159.0","Eget køkken med afløb","1.0","2.0","Betontagsten","Vandskyllende toilet i enheden","2011.0","Allerød","55.871086","12.323974","2011-01-01T00:00:00Z","Byggeår","/adresse/moellemoseparken-66-3450-alleroed-02015798__66_______","value:3350000|sqm:159|lastPrice:1600000|sqmPr:10062|rooms:"
"","","","","","","","","","","","Allerød","55.84259","12.327213","","","/adresse/boegeholm-alle-5-3450-alleroed-02011187___5_______","value:27316500|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Række- og kædehus","Betonelementer","Varmepumpe","88.0","Eget køkken med afløb","2.0","1.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","2017.0","Allerød","55.831947","12.278916","2017-01-01T00:00:00Z","Byggeår","/adresse/julemosevaenge-5-3540-lynge-02013755___5_______","value:|sqm:88|lastPrice:22353000|sqmPr:254011|rooms:"
"","Udhus","Træ","","","","","","Tagpap med stor hældning","","2012.0","Allerød","55.8726","12.346008","","","/adresse/kirkehaven-2-3450-alleroed-02014030___2_______","value:23200000|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Centralvarme med én fyringsenhed","168.0","Eget køkken med afløb","1.0","2.0","Betontagsten","Vandskyllende toilet i enheden","2013.0","Allerød","55.888935","12.3569765","2022-08-09T00:00:00Z","Familiehandel","/adresse/statenevej-14-3450-alleroed-02017950__14_______","value:3750000|sqm:168|lastPrice:2910500|sqmPr:17324|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Fibercement uden asbest","Fjernvarme/blokvarme","95.0","Eget køkken med afløb","3.0","1.0","Metal","Vandskyllende toilet i enheden","2016.0","Allerød","55.86679","12.336856","2016-01-01T00:00:00Z","Byggeår","/adresse/raadhusparken-56-0-th-3450-alleroed-02016978__56_st__th","value:|sqm:95|lastPrice:9765000|sqmPr:102789|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Centralvarme med én fyringsenhed","134.0","Eget køkken med afløb","2.0","2.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","2014.0","Allerød","55.87364","12.325907","2023-02-17T13:07:26.871005Z","Af markedet","/adresse/moellemoseparken-138-3450-alleroed-02015798_138_______","value:2950000|sqm:134|lastPrice:4150000|sqmPr:30970|rooms:"
"","","","","","","","","","","","Allerød","55.870438","12.355926","","","/adresse/moelcks-passage-3-3450-alleroed-02015795___3_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Fjernvarme/blokvarme","99.0","Eget køkken med afløb","3.0","1.0","Tegl","Vandskyllende toilet i enheden","2017.0","Allerød","55.87121","12.355083","2017-01-01T00:00:00Z","Byggeår","/adresse/postgaarden-3-1-6-3450-alleroed-02016400___3__1___6","value:1950000|sqm:99|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Allerød","55.882195","12.349142","1997-01-27T00:00:00Z","Fri handel","/adresse/solvang-23a-3450-alleroed-02017740_23a_______","value:2750000|sqm:|lastPrice:2550000|sqmPr:undefined|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Centralvarme med én fyringsenhed","187.0","Eget køkken med afløb","1.0","2.0","Betontagsten","Vandskyllende toilet i enheden","2012.0","Allerød","55.87468","12.326413","2012-01-01T00:00:00Z","Byggeår","/adresse/moellemoseparken-168-3450-alleroed-02015798_168_______","value:3750000|sqm:187|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Allerød","55.869427","12.35574","","","/adresse/torvestraedet-26-3450-alleroed-02018850__26_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Allerød","55.867634","12.322286","","","/adresse/sportsvej-4b-9-3450-alleroed-02017870__4b______9","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Række- og kædehus","Mursten","Fjernvarme/blokvarme","144.0","Eget køkken med afløb","2.0","2.0","Betontagsten","Vandskyllende toilet i enheden","2019.0","Allerød","55.86274","12.385","2019-01-01T00:00:00Z","Byggeår","/adresse/frugtlunden-35-3450-alleroed-02012219__35_______","value:2700000|sqm:144|lastPrice:3495000|sqmPr:24270|rooms:"
"","","","","","","","","","","","Allerød","55.830154","12.309804","","","/adresse/vassingeroedvej-91-3540-lynge-02019235__91_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Allerød","55.86383","12.374806","","","/adresse/teglskoven-117-3450-alleroed-02010004_117_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Række- og kædehus","Mursten","Varmepumpe","92.0","Eget køkken med afløb","2.0","1.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","2019.0","Allerød","55.862885","12.373093","2019-01-01T00:00:00Z","Byggeår","/adresse/teglhaven-61-3450-alleroed-02010001__61_______","value:564200|sqm:92|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Centralvarme med én fyringsenhed","183.0","Eget køkken med afløb","1.0","2.0","Betontagsten","Vandskyllende toilet i enheden","2015.0","Allerød","55.88245","12.343672","2015-01-01T00:00:00Z","Byggeår","/adresse/kvaedevej-12-3450-alleroed-02014670__12_______","value:3750000|sqm:183|lastPrice:1900000|sqmPr:10382|rooms:"
"","","","","","","","","","","","Allerød","55.86363","12.374213","","","/adresse/teglskoven-3-1-3450-alleroed-02010004___3__1____","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Fjernvarme/blokvarme","65.0","Eget køkken med afløb","1.0","1.0","Tegl","Vandskyllende toilet i enheden","1976.0","Allerød","55.866276","12.338183","2011-01-01T00:00:00Z","Ombygningsår","/adresse/raadhusparken-58-140-3450-alleroed-02016978__58____140","value:|sqm:65|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","67.0","Eget køkken med afløb","2.0","1.0","Levende tage","Vandskyllende toilet i enheden","2013.0","Allerød","55.876556","12.35445","2013-01-01T00:00:00Z","Byggeår","/adresse/poppelvaenget-2-36-3450-alleroed-02016380___2_____36","value:|sqm:67|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Række- og kædehus","Fibercement uden asbest","Varmepumpe","106.0","Eget køkken med afløb","1.0","1.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","2020.0","Allerød","55.848003","12.277654","2020-01-01T00:00:00Z","Byggeår","/adresse/baunebakken-28-3540-lynge-02010005__28_______","value:|sqm:106|lastPrice:|sqmPr:|rooms:"
"","","","","","","","","","","","Allerød","55.83053","12.307332","2008-06-16T00:00:00Z","Øvrigt","/adresse/smedevangen-2-3540-lynge-02017540___2_______","value:3900000|sqm:|lastPrice:7600000|sqmPr:undefined|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Centralvarme med én fyringsenhed","270.0","Eget køkken med afløb","1.0","3.0","Tegl","Vandskyllende toilet i enheden","1915.0","Allerød","55.85328","12.334998","2023-10-03T08:14:20.229254Z","På markedet","/adresse/lyngevej-196-3450-alleroed-02015315_196_______?udbud=f19b9951-7103-46f5-97b8-e9ea5759d109","pay:450000|sqmPr:34027|sqm:1177|floor:|rooms:7|fees:3389|built:1915"
"Badeværelse i enheden","Række- og kædehus","Fibercement uden asbest","Varmepumpe","89.0","Eget køkken med afløb","1.0","1.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","2020.0","Allerød","55.847694","12.278742","2020-01-01T00:00:00Z","Byggeår","/adresse/baunebakken-21-3540-lynge-02010005__21_______","value:|sqm:89|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Række- og kædehus","Mursten","Fjernvarme/blokvarme","108.0","Eget køkken med afløb","1.0","1.0","Betontagsten","Vandskyllende toilet i enheden","2018.0","Allerød","55.862953","12.385768","2021-07-21T12:23:20.723Z","Af markedet","/adresse/frugtlunden-52-3450-alleroed-02012219__52_______","value:2350000|sqm:108|lastPrice:4350000|sqmPr:40277|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Fjernvarme/blokvarme","67.0","Eget køkken med afløb","2.0","1.0","Levende tage","Vandskyllende toilet i enheden","2013.0","Allerød","55.876556","12.35445","2013-01-01T00:00:00Z","Byggeår","/adresse/poppelvaenget-2-37-3450-alleroed-02016380___2_____37","value:|sqm:67|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","(UDFASES) Række-, kæde- eller dobbelthus (lodret adskillelse mellem enhederne).","Mursten","Fjernvarme/blokvarme","108.0","Eget køkken med afløb","1.0","1.0","Betontagsten","Vandskyllende toilet i enheden","2016.0","Allerød","55.86003","12.333857","2016-01-01T00:00:00Z","Byggeår","/adresse/gartnervaenget-11-3450-alleroed-02012275__11_______","value:2100000|sqm:108|lastPrice:3150000|sqmPr:29166|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Varmepumpe","158.0","Eget køkken med afløb","1.0","2.0","Tegl","Vandskyllende toilet i enheden","2015.0","Allerød","55.875385","12.303322","2015-01-01T00:00:00Z","Byggeår","/adresse/vejs-ende-4b-3450-alleroed-02019350__4b_______","value:2650000|sqm:158|lastPrice:745000|sqmPr:4715|rooms:"
"","","","","","","","","","","","Allerød","55.869972","12.353783","","","/adresse/m-d-madsensvej-12-3450-alleroed-02015514__12_______","value:|sqm:|lastPrice:|sqmPr:|rooms:"
"Adgang til badeværelse","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Mursten","Centralvarme med én fyringsenhed","59.0","Adgang til fælles køkken","1.0","","Tegl","Vandskyllende toilet uden for enheden","1970.0","Allerød","55.871002","12.386283","2022-01-01T00:00:00Z","Ombygningsår","/adresse/graesmarken-2-0-2-3450-alleroed-02012557___2_st___2","value:|sqm:59|lastPrice:72679|sqmPr:1231|rooms:"
"Badeværelse i enheden","Række- og kædehus","Andet materiale","Varmepumpe","123.0","Eget køkken med afløb","1.0","1.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","2018.0","Allerød","55.861244","12.388792","2023-05-05T16:56:35.077008Z","Af markedet","/adresse/drabaek-huse-25-3450-alleroed-02011410__25_______","value:2250000|sqm:123|lastPrice:3476103|sqmPr:28261|rooms:"
"Badeværelse i enheden","Etagebolig-bygning, flerfamiliehus eller tofamiliehus","Betonelementer","Centralvarme med én fyringsenhed","102.0","Eget køkken med afløb","2.0","1.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","2001.0","Allerød","55.87034","12.357148","2001-01-01T00:00:00Z","Byggeår","/adresse/alleroed-stationsvej-2d-1-7-3450-alleroed-02010185__2d__1___7","value:|sqm:102|lastPrice:2900000|sqmPr:28431|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Fjernvarme/blokvarme","202.0","Eget køkken med afløb","1.0","2.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","2018.0","Allerød","55.86036","12.38552","2018-01-01T00:00:00Z","Byggeår","/adresse/groenningen-17-3450-alleroed-02012295__17_______","value:3700000|sqm:202|lastPrice:2295000|sqmPr:11361|rooms:"
"Badeværelse i enheden","Række- og kædehus","Andet materiale","Varmepumpe","122.0","Eget køkken med afløb","1.0","1.0","Tagpap med lille hældning","Vandskyllende toilet i enheden","2018.0","Allerød","55.861248","12.388683","2018-03-01T13:40:05.28Z","Af markedet","/adresse/drabaek-huse-27-3450-alleroed-02011410__27_______","value:2250000|sqm:122|lastPrice:3855394|sqmPr:31601|rooms:"
"","","","","","","","","","","","Allerød","55.870655","12.353514","","","/adresse/aggebovej-5-3450-alleroed-02010099___5_______","value:1900000|sqm:|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Centralvarme med én fyringsenhed","151.0","Eget køkken med afløb","1.0","1.0","Tegl","Vandskyllende toilet i enheden","1932.0","Allerød","55.870857","12.353114","2009-01-01T00:00:00Z","Ombygningsår","/adresse/aggebovej-7-3450-alleroed-02010099___7_______","value:5135000|sqm:151|lastPrice:1261162|sqmPr:8352|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Centralvarme med én fyringsenhed","118.0","Eget køkken med afløb","1.0","2.0","Betontagsten","Vandskyllende toilet i enheden","1981.0","Allerød","55.8712","12.35397","2008-08-16T05:05:24.997Z","Af markedet","/adresse/aggebovej-8-3450-alleroed-02010099___8_______","value:4252000|sqm:118|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Centralvarme med én fyringsenhed","138.0","Eget køkken med afløb","1.0","1.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1919.0","Allerød","55.870987","12.352819","2022-01-13T15:36:59.057Z","Af markedet","/adresse/aggebovej-9-3450-alleroed-02010099___9_______","value:4057000|sqm:138|lastPrice:5400000|sqmPr:39130|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Varmepumpe","75.0","Eget køkken med afløb","1.0","1.0","Tegl","Vandskyllende toilet i enheden","1948.0","Allerød","55.87097","12.353509","1948-01-01T00:00:00Z","Byggeår","/adresse/aggebovej-10-3450-alleroed-02010099__10_______","value:3021000|sqm:75|lastPrice:|sqmPr:|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Centralvarme med én fyringsenhed","141.0","Eget køkken med afløb","1.0","1.0","Fibercement herunder asbest","Vandskyllende toilet i enheden","1964.0","Allerød","55.87107","12.352669","2018-03-02T00:00:00Z","Fri handel","/adresse/aggebovej-11-3450-alleroed-02010099__11_______","value:2400000|sqm:141|lastPrice:3745000|sqmPr:26560|rooms:"
"Badeværelse i enheden","Fritliggende enfamilieshus (parcelhus)","Mursten","Varmepumpe","205.0","Eget køkken med afløb","1.0","2.0","Tagpap med stor hældning","Vandskyllende toilet i enheden","2023.0","Allerød","55.871284","12.352389","2023-01-01T00:00:00Z","Byggeår","/adresse/aggebovej-13-3450-alleroed-02010099__13_______","value:3827000|sqm:205|lastPrice:2450000|sqmPr:11951|rooms:"
