props_pageProps_address_buildings_0_bathroomCondition,props_pageProps_address_buildings_0_buildingName,props_pageProps_address_buildings_0_externalWallMaterial,props_pageProps_address_buildings_0_heatingInstallation,props_pageProps_address_buildings_0_housingArea,props_pageProps_address_buildings_0_kitchenCondition,props_pageProps_address_buildings_0_numberOfFloors,props_pageProps_address_buildings_0_numberOfToilets,props_pageProps_address_buildings_0_roofingMaterial,props_pageProps_address_buildings_0_toiletCondition,props_pageProps_address_buildings_0_yearBuilt,props_pageProps_address_municipality_name,props_pageProps_address_coordinates_lat,props_pageProps_address_coordinates_lon,props_pageProps_address_events_0_at,props_pageProps_address_events_0_label,props_pageProps_dataLayer_virtualPagePath,props_pageProps_dataLayer_detailMetaData
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,91.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1916.0,København,55.665558,12.5982,2016-05-11T00:00:00Z,Fri handel,/adresse/amager-boulevard-130-0-th-2300-koebenhavn-s-01010104_130_st__th,value:|sqm:91|lastPrice:35600000|sqmPr:391208|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,90.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1916.0,København,55.665558,12.5982,2016-05-11T00:00:00Z,Fri handel,/adresse/amager-boulevard-130-0-tv-2300-koebenhavn-s-01010104_130_st__tv,value:|sqm:90|lastPrice:35600000|sqmPr:395555|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,91.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1916.0,København,55.665558,12.5982,2016-05-11T00:00:00Z,Fri handel,/adresse/amager-boulevard-130-1-th-2300-koebenhavn-s-01010104_130__1__th,value:|sqm:91|lastPrice:35600000|sqmPr:391208|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,90.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1916.0,København,55.665558,12.5982,2016-05-11T00:00:00Z,Fri handel,/adresse/amager-boulevard-130-1-tv-2300-koebenhavn-s-01010104_130__1__tv,value:|sqm:90|lastPrice:35600000|sqmPr:395555|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,91.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1916.0,København,55.665558,12.5982,2016-05-11T00:00:00Z,Fri handel,/adresse/amager-boulevard-130-2-th-2300-koebenhavn-s-01010104_130__2__th,value:|sqm:91|lastPrice:35600000|sqmPr:391208|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,90.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1916.0,København,55.665558,12.5982,2016-05-11T00:00:00Z,Fri handel,/adresse/amager-boulevard-130-2-tv-2300-koebenhavn-s-01010104_130__2__tv,value:|sqm:90|lastPrice:35600000|sqmPr:395555|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,91.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1916.0,København,55.665558,12.5982,2016-05-11T00:00:00Z,Fri handel,/adresse/amager-boulevard-130-3-th-2300-koebenhavn-s-01010104_130__3__th,value:|sqm:91|lastPrice:35600000|sqmPr:391208|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,90.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1916.0,København,55.665558,12.5982,2016-05-11T00:00:00Z,Fri handel,/adresse/amager-boulevard-130-3-tv-2300-koebenhavn-s-01010104_130__3__tv,value:|sqm:90|lastPrice:35600000|sqmPr:395555|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,91.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1916.0,København,55.665558,12.5982,2016-05-11T00:00:00Z,Fri handel,/adresse/amager-boulevard-130-4-th-2300-koebenhavn-s-01010104_130__4__th,value:|sqm:91|lastPrice:35600000|sqmPr:391208|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,90.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1916.0,København,55.665558,12.5982,2016-05-11T00:00:00Z,Fri handel,/adresse/amager-boulevard-130-4-tv-2300-koebenhavn-s-01010104_130__4__tv,value:|sqm:90|lastPrice:35600000|sqmPr:395555|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,91.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1916.0,København,55.665558,12.5982,2016-05-11T00:00:00Z,Fri handel,/adresse/amager-boulevard-130-5-th-2300-koebenhavn-s-01010104_130__5__th,value:|sqm:91|lastPrice:35600000|sqmPr:391208|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,90.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1916.0,København,55.665558,12.5982,2016-05-11T00:00:00Z,Fri handel,/adresse/amager-boulevard-130-5-tv-2300-koebenhavn-s-01010104_130__5__tv,value:|sqm:90|lastPrice:35600000|sqmPr:395555|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,138.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.66597,12.598024,1917-01-01T00:00:00Z,Byggeår,/adresse/amager-boulevard-131-0-th-2300-koebenhavn-s-01010104_131_st__th,value:|sqm:138|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,60.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.66597,12.598024,1917-01-01T00:00:00Z,Byggeår,/adresse/amager-boulevard-131-0-tv-2300-koebenhavn-s-01010104_131_st__tv,value:|sqm:60|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,117.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.66597,12.598024,1917-01-01T00:00:00Z,Byggeår,/adresse/amager-boulevard-131-1-th-2300-koebenhavn-s-01010104_131__1__th,value:|sqm:117|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,148.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.66597,12.598024,1917-01-01T00:00:00Z,Byggeår,/adresse/amager-boulevard-131-1-tv-2300-koebenhavn-s-01010104_131__1__tv,value:|sqm:148|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,117.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.66597,12.598024,1917-01-01T00:00:00Z,Byggeår,/adresse/amager-boulevard-131-2-th-2300-koebenhavn-s-01010104_131__2__th,value:|sqm:117|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,148.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.66597,12.598024,1917-01-01T00:00:00Z,Byggeår,/adresse/amager-boulevard-131-2-tv-2300-koebenhavn-s-01010104_131__2__tv,value:|sqm:148|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,117.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.66597,12.598024,1917-01-01T00:00:00Z,Byggeår,/adresse/amager-boulevard-131-3-th-2300-koebenhavn-s-01010104_131__3__th,value:|sqm:117|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,148.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.66597,12.598024,1917-01-01T00:00:00Z,Byggeår,/adresse/amager-boulevard-131-3-tv-2300-koebenhavn-s-01010104_131__3__tv,value:|sqm:148|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,117.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.66597,12.598024,1917-01-01T00:00:00Z,Byggeår,/adresse/amager-boulevard-131-4-th-2300-koebenhavn-s-01010104_131__4__th,value:|sqm:117|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,148.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.66597,12.598024,2010-12-17T01:21:07.303Z,Af markedet,/adresse/amager-boulevard-131-4-tv-2300-koebenhavn-s-01010104_131__4__tv,value:|sqm:148|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,117.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.66597,12.598024,2013-03-01T12:16:08.52Z,Af markedet,/adresse/amager-boulevard-131-5-th-2300-koebenhavn-s-01010104_131__5__th,value:|sqm:117|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,117.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.66597,12.598024,2013-03-01T12:16:08.52Z,Af markedet,/adresse/amager-boulevard-131-5-th-2300-koebenhavn-s-01010104_131__5__th,value:|sqm:117|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,147.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.66597,12.598024,1917-01-01T00:00:00Z,Byggeår,/adresse/amager-boulevard-131-5-tv-2300-koebenhavn-s-01010104_131__5__tv,value:|sqm:147|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.665344,12.599032,2023-01-17T00:00:00Z,Fri handel,/adresse/amager-boulevard-132-0-1-2300-koebenhavn-s-01010104_132_st___1,value:430000|sqm:|lastPrice:300000|sqmPr:undefined|rooms:
,,,,,,,,,,,København,55.665344,12.599032,2001-07-12T00:00:00Z,Fri handel,/adresse/amager-boulevard-132-0-2-2300-koebenhavn-s-01010104_132_st___2,value:500000|sqm:|lastPrice:350000|sqmPr:undefined|rooms:
,,,,,,,,,,,København,55.665344,12.599032,2023-04-14T00:00:00Z,Øvrigt,/adresse/amager-boulevard-132-0-3-2300-koebenhavn-s-01010104_132_st___3,value:2400000|sqm:|lastPrice:10416|sqmPr:undefined|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,85.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1918.0,København,55.665344,12.599032,2019-05-06T20:02:27.05Z,Af markedet,/adresse/amager-boulevard-132-1-th-2300-koebenhavn-s-01010104_132__1__th,value:1400000|sqm:85|lastPrice:2775000|sqmPr:32647|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,108.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1918.0,København,55.665344,12.599032,2023-07-17T06:59:24.656515Z,Af markedet,/adresse/amager-boulevard-132-1-tv-2300-koebenhavn-s-01010104_132__1__tv,value:1800000|sqm:108|lastPrice:4850000|sqmPr:44907|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,104.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1918.0,København,55.665344,12.599032,2007-12-24T00:00:00Z,Familiehandel,/adresse/amager-boulevard-132-2-th-2300-koebenhavn-s-01010104_132__2__th,value:1750000|sqm:104|lastPrice:2712500|sqmPr:26081|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,89.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1918.0,København,55.665344,12.599032,2023-06-12T12:37:00.23254Z,Af markedet,/adresse/amager-boulevard-132-2-tv-2300-koebenhavn-s-01010104_132__2__tv,value:1050000|sqm:89|lastPrice:4050000|sqmPr:45505|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,104.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1918.0,København,55.665344,12.599032,2021-12-28T07:09:33.023Z,Af markedet,/adresse/amager-boulevard-132-3-th-2300-koebenhavn-s-01010104_132__3__th,value:1750000|sqm:104|lastPrice:4900000|sqmPr:47115|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,89.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1918.0,København,55.665344,12.599032,2014-07-25T08:08:28.22Z,Af markedet,/adresse/amager-boulevard-132-3-tv-2300-koebenhavn-s-01010104_132__3__tv,value:1450000|sqm:89|lastPrice:2450000|sqmPr:27528|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,104.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1918.0,København,55.665344,12.599032,2019-07-30T13:38:41.827Z,Af markedet,/adresse/amager-boulevard-132-4-th-2300-koebenhavn-s-01010104_132__4__th,value:1800000|sqm:104|lastPrice:3695000|sqmPr:35528|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,89.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1918.0,København,55.665344,12.599032,2018-04-25T17:46:00.813Z,Af markedet,/adresse/amager-boulevard-132-4-tv-2300-koebenhavn-s-01010104_132__4__tv,value:1500000|sqm:89|lastPrice:3800000|sqmPr:42696|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,97.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1918.0,København,55.665344,12.599032,2022-09-11T00:00:00Z,Fri handel,/adresse/amager-boulevard-132-5-th-2300-koebenhavn-s-01010104_132__5__th,value:1650000|sqm:97|lastPrice:2400000|sqmPr:24742|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,81.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1918.0,København,55.665344,12.599032,2014-11-25T00:00:00Z,Fri handel,/adresse/amager-boulevard-132-5-tv-2300-koebenhavn-s-01010104_132__5__tv,value:1400000|sqm:81|lastPrice:2350000|sqmPr:29012|rooms:
Badeværelse i enheden,Bygning til kontor,Mursten,Fjernvarme/blokvarme,38.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.665844,12.598532,2017-07-13T17:45:38.653Z,Af markedet,/adresse/amager-boulevard-133-0-2300-koebenhavn-s-01010104_133_st____,value:|sqm:38|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,109.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.665844,12.598532,1917-01-01T00:00:00Z,Byggeår,/adresse/amager-boulevard-133-1-th-2300-koebenhavn-s-01010104_133__1__th,value:|sqm:109|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,65.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.665844,12.598532,2012-04-25T08:25:38.16Z,Af markedet,/adresse/amager-boulevard-133-1-tv-2300-koebenhavn-s-01010104_133__1__tv,value:|sqm:65|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,109.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.665844,12.598532,1917-01-01T00:00:00Z,Byggeår,/adresse/amager-boulevard-133-2-th-2300-koebenhavn-s-01010104_133__2__th,value:|sqm:109|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,83.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.665844,12.598532,1917-01-01T00:00:00Z,Byggeår,/adresse/amager-boulevard-133-2-tv-2300-koebenhavn-s-01010104_133__2__tv,value:|sqm:83|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,109.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.665844,12.598532,1917-01-01T00:00:00Z,Byggeår,/adresse/amager-boulevard-133-3-th-2300-koebenhavn-s-01010104_133__3__th,value:|sqm:109|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,65.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.665844,12.598532,1917-01-01T00:00:00Z,Byggeår,/adresse/amager-boulevard-133-3-tv-2300-koebenhavn-s-01010104_133__3__tv,value:|sqm:65|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,109.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.665844,12.598532,1917-01-01T00:00:00Z,Byggeår,/adresse/amager-boulevard-133-4-th-2300-koebenhavn-s-01010104_133__4__th,value:|sqm:109|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,65.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.665844,12.598532,1917-01-01T00:00:00Z,Byggeår,/adresse/amager-boulevard-133-4-tv-2300-koebenhavn-s-01010104_133__4__tv,value:|sqm:65|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,109.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.665844,12.598532,2012-12-16T13:25:02.473Z,Af markedet,/adresse/amager-boulevard-133-5-th-2300-koebenhavn-s-01010104_133__5__th,value:|sqm:109|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,83.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.665844,12.598532,2013-05-14T16:02:01.137Z,Af markedet,/adresse/amager-boulevard-133-5-tv-2300-koebenhavn-s-01010104_133__5__tv,value:|sqm:83|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.66529,12.599251,2012-11-12T00:00:00Z,Fri handel,/adresse/amager-boulevard-134--1-1-2300-koebenhavn-s-01010104_134_kl___1,value:56000|sqm:|lastPrice:1875000|sqmPr:undefined|rooms:
,,,,,,,,,,,København,55.66529,12.599251,2012-06-13T00:00:00Z,Fri handel,/adresse/amager-boulevard-134--1-2-2300-koebenhavn-s-01010104_134_kl___2,value:32000|sqm:|lastPrice:35897|sqmPr:undefined|rooms:
,,,,,,,,,,,København,55.66529,12.599251,,,/adresse/amager-boulevard-134--1-3-2300-koebenhavn-s-01010104_134_kl___3,value:26000|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.66529,12.599251,,,/adresse/amager-boulevard-134--1-4-2300-koebenhavn-s-01010104_134_kl___4,value:18700|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.66529,12.599251,2012-06-13T00:00:00Z,Fri handel,/adresse/amager-boulevard-134-0-1-2300-koebenhavn-s-01010104_134_st___1,value:710000|sqm:|lastPrice:796474|sqmPr:undefined|rooms:
,,,,,,,,,,,København,55.66529,12.599251,2012-06-13T00:00:00Z,Fri handel,/adresse/amager-boulevard-134-0-2-2300-koebenhavn-s-01010104_134_st___2,value:450000|sqm:|lastPrice:504808|sqmPr:undefined|rooms:
,,,,,,,,,,,København,55.66529,12.599251,2012-05-07T00:00:00Z,Fri handel,/adresse/amager-boulevard-134-0-3-2300-koebenhavn-s-01010104_134_st___3,value:770000|sqm:|lastPrice:1850000|sqmPr:undefined|rooms:
,,,,,,,,,,,København,55.66529,12.599251,2023-08-23T00:00:00Z,Fri handel,/adresse/amager-boulevard-134-0-4-2300-koebenhavn-s-01010104_134_st___4,value:640000|sqm:|lastPrice:1150000|sqmPr:undefined|rooms:
,,,,,,,,,,,København,55.66529,12.599251,2019-03-20T00:00:00Z,Fri handel,/adresse/amager-boulevard-134-0-5-2300-koebenhavn-s-01010104_134_st___5,value:550000|sqm:|lastPrice:650000|sqmPr:undefined|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,140.0,Eget køkken med afløb,6.0,2.0,Tegl,Vandskyllende toilet i enheden,1918.0,København,55.66529,12.599251,2018-05-31T00:00:00Z,Fri handel,/adresse/amager-boulevard-134-1-th-2300-koebenhavn-s-01010104_134__1__th,value:2300000|sqm:140|lastPrice:5300000|sqmPr:37857|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,132.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1918.0,København,55.66529,12.599251,2019-05-16T12:18:58.24Z,Af markedet,/adresse/amager-boulevard-134-1-tv-2300-koebenhavn-s-01010104_134__1__tv,value:2150000|sqm:132|lastPrice:4500000|sqmPr:34090|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,140.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1918.0,København,55.66529,12.599251,2020-04-14T00:00:00Z,Fri handel,/adresse/amager-boulevard-134-2-th-2300-koebenhavn-s-01010104_134__2__th,value:2300000|sqm:140|lastPrice:5795000|sqmPr:41392|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,132.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1918.0,København,55.66529,12.599251,2016-03-01T07:11:31.497Z,Af markedet,/adresse/amager-boulevard-134-2-tv-2300-koebenhavn-s-01010104_134__2__tv,value:2150000|sqm:132|lastPrice:3900000|sqmPr:29545|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,140.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1918.0,København,55.66529,12.599251,2008-08-20T05:59:11.56Z,Af markedet,/adresse/amager-boulevard-134-3-th-2300-koebenhavn-s-01010104_134__3__th,value:2300000|sqm:140|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,132.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1918.0,København,55.66529,12.599251,2011-06-30T00:00:00Z,Fri handel,/adresse/amager-boulevard-134-3-tv-2300-koebenhavn-s-01010104_134__3__tv,value:2150000|sqm:132|lastPrice:3050000|sqmPr:23106|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,140.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1918.0,København,55.66529,12.599251,1992-04-14T00:00:00Z,Fri handel,/adresse/amager-boulevard-134-4-th-2300-koebenhavn-s-01010104_134__4__th,value:2400000|sqm:140|lastPrice:685000|sqmPr:4892|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,132.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1918.0,København,55.66529,12.599251,2006-06-05T00:00:00Z,Fri handel,/adresse/amager-boulevard-134-4-tv-2300-koebenhavn-s-01010104_134__4__tv,value:2250000|sqm:132|lastPrice:3314000|sqmPr:25106|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,218.0,Eget køkken med afløb,6.0,2.0,Tegl,Vandskyllende toilet i enheden,1918.0,København,55.66529,12.599251,2023-10-16T00:00:00Z,Fri handel,/adresse/amager-boulevard-134-5-th-2300-koebenhavn-s-01010104_134__5__th,value:2150000|sqm:218|lastPrice:9500000|sqmPr:43577|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,127.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1918.0,København,55.66529,12.599251,2002-03-25T00:00:00Z,Fri handel,/adresse/amager-boulevard-134-5-tv-2300-koebenhavn-s-01010104_134__5__tv,value:2150000|sqm:127|lastPrice:1850000|sqmPr:14566|rooms:
,,,,,,,,,,,København,55.668304,12.596265,,,/adresse/amagerbrogade-2-0-1-2300-koebenhavn-s-01010108___2_st___1,value:|sqm:|lastPrice:|sqmPr:|rooms:
