props_pageProps_address_buildings_0_bathroomCondition,props_pageProps_address_buildings_0_buildingName,props_pageProps_address_buildings_0_externalWallMaterial,props_pageProps_address_buildings_0_heatingInstallation,props_pageProps_address_buildings_0_housingArea,props_pageProps_address_buildings_0_kitchenCondition,props_pageProps_address_buildings_0_numberOfFloors,props_pageProps_address_buildings_0_numberOfToilets,props_pageProps_address_buildings_0_roofingMaterial,props_pageProps_address_buildings_0_toiletCondition,props_pageProps_address_buildings_0_yearBuilt,props_pageProps_address_municipality_name,props_pageProps_address_coordinates_lat,props_pageProps_address_coordinates_lon,props_pageProps_address_events_0_at,props_pageProps_address_events_0_label,props_pageProps_dataLayer_virtualPagePath,props_pageProps_dataLayer_detailMetaData
,,,,,,,,,,,København,55.635326,12.576353,,,/adresse/c.f.-moellers-alle-42e-5-4-2300-koebenhavn-s-01014902_42e__5___4,value:|sqm:|lastPrice:|sqmPr:|rooms:
Hverken badeværelse eller adgang til badeværelse,Bygning til kontor,Mursten,Fjernvarme/blokvarme,,Ingen fast kogeinstallation,5.0,,Tegl,Intet vandskyllende toilet,1906.0,København,55.675922,12.57361,,,/adresse/vandkunsten-12-1-1467-koebenhavn-k-01017968__12__1____,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.70262,12.5706625,,,/adresse/oester-alle-54-3-2100-koebenhavn-oe-01018576__54__3____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,79.0,Eget køkken med afløb,6.0,1.0,Levende tage,Vandskyllende toilet i enheden,2021.0,København,55.65675,12.501478,2021-01-01T00:00:00Z,Byggeår,/adresse/kortstilkvej-6-0-tv-2500-valby-01013931___6_st__tv,value:|sqm:79|lastPrice:31901938|sqmPr:403822|rooms:
,,,,,,,,,,,København,55.71253,12.560866,,,/adresse/hans-knudsens-plads-6-2100-koebenhavn-oe-01012592___6_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
Hverken badeværelse eller adgang til badeværelse,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,134.0,Eget køkken med afløb,5.0,2.0,Tegl,Vandskyllende toilet i enheden,1927.0,København,55.664413,12.546978,1997-12-11T00:00:00Z,Fri handel,/adresse/soender-boulevard-97-4-1720-koebenhavn-v-01017288__97__4____,value:|sqm:134|lastPrice:31500000|sqmPr:235074|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Betonelementer,Fjernvarme/blokvarme,74.0,Eget køkken med afløb,8.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,2018.0,København,55.65676,12.591441,2018-01-01T00:00:00Z,Byggeår,/adresse/amagerfaelledvej-116-7-th-2300-koebenhavn-s-01010112_116__7__th,value:1600000|sqm:74|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Andet materiale,Fjernvarme/blokvarme,89.0,Eget køkken med afløb,6.0,1.0,Andet materiale,Vandskyllende toilet i enheden,2012.0,København,55.68498,12.588746,2012-01-01T00:00:00Z,Byggeår,/adresse/frederiksgade-2-3-th-1265-koebenhavn-k-01011944___2__3__th,value:|sqm:89|lastPrice:6500000|sqmPr:73033|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,32.0,Eget køkken med afløb,4.0,1.0,Tegl,Vandskyllende toilet i enheden,2018.0,København,55.7055,12.527136,2018-01-01T00:00:00Z,Byggeår,/adresse/theklavej-36-2-97-2400-koebenhavn-nv-01017380__36__2__97,value:670000|sqm:32|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.66538,12.621973,2016-11-07T15:20:03.107Z,Af markedet,/adresse/strandlodsvej-13b-1-th-2300-koebenhavn-s-01016996_13b__1__th,value:2100000|sqm:|lastPrice:3350000|sqmPr:36021|rooms:
,Garage,Andet materiale,,,,,,Tagpap med stor hældning,,1990.0,København,55.653824,12.54113,,,/adresse/sydhavns-plads-12-3-2450-koebenhavn-sv-01017216__12__3____,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.675087,12.566664,,,/adresse/vesterbrogade-1l-1-th-1620-koebenhavn-v-01018204__1l__1__th,value:|sqm:|lastPrice:|sqmPr:|rooms:
Hverken badeværelse eller adgang til badeværelse,Kolonihavehus,Træ,Ovn til fast og flydende brændsel,25.0,Eget køkken med afløb,1.0,,Tagpap med stor hældning,Intet vandskyllende toilet,1954.0,København,55.62604,12.582152,1954-01-01T00:00:00Z,Byggeår,/adresse/hf.-stjernelund-130-2770-kastrup-01019372_130_______,value:100000|sqm:25|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.668438,12.626121,,,/adresse/amager-strandvej-18b-5-tv-2300-koebenhavn-s-01010120_18b__5__tv,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.648067,12.552451,2016-06-25T11:48:19.28Z,Af markedet,/adresse/alliancevej-18-1-th-2450-koebenhavn-sv-01010090__18__1__th,value:2650000|sqm:|lastPrice:|sqmPr:|rooms:
,Udhus,Træ,,,,,,Tagpap med stor hældning,,2003.0,København,55.697025,12.594163,,,/adresse/dampfaergevej-7-2-2100-koebenhavn-oe-01011246___7__2____,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.693287,12.610195,,,/adresse/refshalevej-165b-0-1432-koebenhavn-k-01015772165b_st____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Betonelementer,Fjernvarme/blokvarme,28.0,Eget køkken med afløb,3.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1999.0,København,55.633537,12.584957,1999-01-01T00:00:00Z,Byggeår,/adresse/hovmaalvej-72a-2300-koebenhavn-s-01013064_72a_______,value:|sqm:28|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.650368,12.52418,,,/adresse/ellebjergvej-40-3-2450-koebenhavn-sv-01011492__40__3____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,64.0,Eget køkken med afløb,5.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,2014.0,København,55.706444,12.529842,2014-01-01T00:00:00Z,Byggeår,/adresse/rentemestervej-42b-2-2-2400-koebenhavn-nv-01015804_42b__2___2,value:|sqm:64|lastPrice:5700000|sqmPr:89062|rooms:
,,,,,,,,,,,København,55.716984,12.467002,,,/adresse/hf.-husumhave-17-2700-broenshoej-01019223__17_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.657932,12.500815,,,/adresse/ingrid-marievej-23-4-4-2500-valby-01013278__23__4___4,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.666454,12.551266,,,/adresse/dybboelsgade-41-1721-koebenhavn-v-01011376__41_______,value:280000|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,89.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,2019.0,København,55.648937,12.552712,2019-01-01T00:00:00Z,Byggeår,/adresse/alliancevej-13-0-th-2450-koebenhavn-sv-01010090__13_st__th,value:|sqm:89|lastPrice:66473996|sqmPr:746898|rooms:
,,,,,,,,,,,København,55.69079,12.61323,,,/adresse/refshalevej-209a-1432-koebenhavn-k-01015772209a_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.70287,12.540264,,,/adresse/borgmestervangen-33-2200-koebenhavn-n-01010736__33_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,68.0,Eget køkken med afløb,5.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1902.0,København,55.666733,12.505239,2009-12-21T00:00:00Z,Auktion,/adresse/valby-langgade-124-3-th-2500-valby-01017912_124__3__th,value:|sqm:68|lastPrice:19000000|sqmPr:279411|rooms:
,,,,,,,,,,,København,55.66059,12.590133,,,/adresse/rued-langgaards-vej-10b-2300-koebenhavn-s-01016005_10b_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,97.0,Eget køkken med afløb,7.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,2014.0,København,55.649975,12.555641,2014-01-01T00:00:00Z,Byggeår,/adresse/teglholmsgade-58-2-th-2450-koebenhavn-sv-01017352__58__2__th,value:2500000|sqm:97|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,116.0,Eget køkken med afløb,4.0,2.0,Tegl,Vandskyllende toilet i enheden,1916.0,København,55.70911,12.559123,1916-01-01T00:00:00Z,Byggeår,/adresse/haraldsgade-84-0-2100-koebenhavn-oe-01012620__84_st____,value:|sqm:116|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.67736,12.597367,1805-01-01T00:00:00Z,Byggeår,/adresse/strandgade-104-2-1401-koebenhavn-k-01016992_104__2____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Betonelementer,Fjernvarme/blokvarme,34.0,Eget køkken med afløb,7.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,2019.0,København,55.655716,12.511557,2019-01-01T00:00:00Z,Byggeår,/adresse/gammel-koege-landevej-40-1-120-2500-valby-01012100__40__1_120,value:810000|sqm:34|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.69604,12.556566,,,/adresse/sjaellandsgade-43-2200-koebenhavn-n-01016408__43_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.7157,12.576766,,,/adresse/sibeliusgade-3b-2100-koebenhavn-oe-01016354__3b_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.703133,12.585005,,,/adresse/nordre-frihavnsgade-65-2100-koebenhavn-oe-01015044__65_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,Udhus,Træ,,,,,,Tagpap med stor hældning,,1996.0,København,55.723713,12.601741,,,/adresse/oestersoevej-249-2150-nordhavn-01018610_249_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,Udhus,Metal,,,,,,Metal,,1958.0,København,55.707226,12.528712,,,/adresse/bispevej-25-2400-koebenhavn-nv-01010552__25_______,value:16000000|sqm:|lastPrice:|sqmPr:|rooms:
Hverken badeværelse eller adgang til badeværelse,Bygning til kontor,Mursten,Fjernvarme/blokvarme,,Ingen fast kogeinstallation,4.0,1.0,Metal,Vandskyllende toilet i enheden,1917.0,København,55.687122,12.591928,2013-09-04T00:00:00Z,Fri handel,/adresse/esplanaden-14b-2-1263-koebenhavn-k-01011676_14b__2____,value:|sqm:|lastPrice:52000000|sqmPr:304093|rooms:
,,,,,,,,,,,København,55.698544,12.558984,,,/adresse/ole-maaloees-vej-14-3-2200-koebenhavn-n-01015270__14__3____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,87.0,Eget køkken med afløb,8.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,2020.0,København,55.61795,12.5703,2020-01-01T00:00:00Z,Byggeår,/adresse/richard-mortensens-vej-70a-3-th-2300-koebenhavn-s-01015833_70a__3__th,value:|sqm:87|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.69636,12.609338,,,/adresse/refshalevej-350-1-1432-koebenhavn-k-01015772_350__1____,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.653576,12.5184145,,,/adresse/carl-jacobsens-vej-16-4-2-2500-valby-01011064__16__4___2,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,31.0,Eget køkken med afløb,5.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,2019.0,København,55.703846,12.552517,2019-01-01T00:00:00Z,Byggeår,/adresse/sigurdsgade-27-3-2-2200-koebenhavn-n-01016372__27__3___2,value:600000|sqm:31|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.663654,12.560183,2017-08-08T00:00:00Z,Fri handel,/adresse/dybboelsbro-3-17-12-1577-koebenhavn-v-01011375___3_17__12,value:|sqm:|lastPrice:123000000|sqmPr:3727272|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,104.0,Eget køkken med afløb,6.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,2019.0,København,55.66103,12.514101,2019-01-01T00:00:00Z,Byggeår,/adresse/pakkerivej-17-2-3-2500-valby-01015393__17__2___3,value:2350000|sqm:104|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.664185,12.537226,,,/adresse/humletorvet-14-6-1799-koebenhavn-v-01013086__14__6____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Træ,Fjernvarme/blokvarme,92.0,Eget køkken med afløb,1.0,2.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1942.0,København,55.713894,12.4694605,1994-01-01T00:00:00Z,Ombygningsår,/adresse/hf.-birkevang-152-2700-broenshoej-01019036_152_______,value:740000|sqm:92|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,86.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,2017.0,København,55.648518,12.551819,2021-07-08T00:00:00Z,Øvrigt,/adresse/alliancevej-12b-3-th-2450-koebenhavn-sv-01010090_12b__3__th,value:2200000|sqm:86|lastPrice:3575000|sqmPr:41569|rooms:
,,,,,,,,,,,København,55.651497,12.502718,,,/adresse/retortvej-64-0-th-2500-valby-01015808__64_st__th,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.71217,12.541798,,,/adresse/bispebjerg-bakke-23-0-2400-koebenhavn-nv-01010528__23_st____,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.624454,12.576631,,,/adresse/oerestads-boulevard-126b-4-12-2300-koebenhavn-s-01018541126b__4__12,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.674496,12.574687,,,/adresse/ny-vestergade-10-1471-koebenhavn-k-01015144__10_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.673378,12.592926,,,/adresse/overgaden-oven-vandet-44-1415-koebenhavn-k-01015368__44_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,82.0,Eget køkken med afløb,7.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,2020.0,København,55.654972,12.507804,2020-01-01T00:00:00Z,Byggeår,/adresse/ingrid-marievej-80-3-tv-2500-valby-01013278__80__3__tv,value:|sqm:82|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.697575,12.574157,,,/adresse/blegdamsvej-112a-2100-koebenhavn-oe-01010600112a_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
,Udhus,Træ,,,,,,Andet materiale,,2020.0,København,55.707592,12.558749,,,/adresse/teglvaerksgade-31-3-106-2100-koebenhavn-oe-01017360__31__3_106,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.674347,12.576806,,,/adresse/frederiksholms-kanal-18-1-mf-1220-koebenhavn-k-01011956__18__1__mf,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.708996,12.581063,,,/adresse/strandboulevarden-135-2100-koebenhavn-oe-01016988_135_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,93.0,Eget køkken med afløb,5.0,2.0,Tegl,Vandskyllende toilet i enheden,1905.0,København,55.675613,12.574791,2019-01-01T00:00:00Z,Ombygningsår,/adresse/frederiksholms-kanal-6b-2-3-1220-koebenhavn-k-01011956__6b__2___3,value:1650000|sqm:93|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.685196,12.592031,,,/adresse/fredericiagade-15c-1310-koebenhavn-k-01011916_15c_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,111.0,Eget køkken med afløb,20.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,2021.0,København,55.65526,12.50617,2021-01-01T00:00:00Z,Byggeår,/adresse/paradisaeblevej-20-4-th-2500-valby-01018848__20__4__th,value:|sqm:111|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,217.0,Eget køkken med afløb,2.0,2.0,Andet materiale,Vandskyllende toilet i enheden,1902.0,København,55.664608,12.504802,2013-02-05T08:09:58.78Z,Af markedet,/adresse/j.p.e.-hartmanns-alle-4-2500-valby-01012660___4_______,value:4300000|sqm:217|lastPrice:4271000|sqmPr:19682|rooms:
,Udhus,Træ,,,,,,Tagpap med stor hældning,,2012.0,København,55.686275,12.58958,,,/adresse/store-kongensgade-100-2-7-1264-koebenhavn-k-01016948_100__2___7,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Betonelementer,Fjernvarme/blokvarme,116.0,Eget køkken med afløb,8.0,2.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,2018.0,København,55.656345,12.591009,2018-01-01T00:00:00Z,Byggeår,/adresse/amagerfaelledvej-140-2-tv-2300-koebenhavn-s-01010112_140__2__tv,value:2450000|sqm:116|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.65415,12.507864,2022-01-01T00:00:00Z,Byggeår,/adresse/torveporten-20-1-11-2500-valby-01017600__20__1__11,value:|sqm:|lastPrice:79587919|sqmPr:1850881|rooms:
,,,,,,,,,,,København,55.666725,12.57996,,,/adresse/njalsgade-17a--1-2300-koebenhavn-s-01015000_17a_kl____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,94.0,Eget køkken med afløb,3.0,1.0,Fibercement herunder asbest,Vandskyllende toilet i enheden,1905.0,København,55.721096,12.57627,2015-02-20T00:00:00Z,Fri handel,/adresse/strandvejen-91a-1-106-2100-koebenhavn-oe-01017004_91a__1_106,value:|sqm:94|lastPrice:37000000|sqmPr:393617|rooms:
,,,,,,,,,,,København,55.665977,12.531571,2022-04-13T08:44:29.183239Z,På markedet,/adresse/olivia-hansens-gade-4-18-4-1799-koebenhavn-v-01015293___4_18___4?udbud=29f1edfc-d2a7-423a-84dc-23e76b474332,pay:25000|sqmPr:72959|sqm:|floor:18|rooms:4|fees:5397|built:2025
,,,,,,,,,,,København,55.6773,12.574664,,,/adresse/brolaeggerstraede-11c-1-1211-koebenhavn-k-01010872_11c__1____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Adgang til badeværelse,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Betonelementer,Fjernvarme/blokvarme,26.0,Adgang til fælles køkken,10.0,,Andet materiale,Vandskyllende toilet uden for enheden,2006.0,København,55.63178,12.5759735,2006-06-02T00:00:00Z,Fri handel,/adresse/arne-jacobsens-alle-11b-9-4-2300-koebenhavn-s-01010218_11b__9___4,value:|sqm:26|lastPrice:21463245|sqmPr:825509|rooms:
,,,,,,,,,,,København,55.681633,12.570967,,,/adresse/noerregade-41-2-1165-koebenhavn-k-01015204__41__2____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Letbetonsten,Fjernvarme/blokvarme,67.0,Eget køkken med afløb,4.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1968.0,København,55.724785,12.562009,2010-01-01T00:00:00Z,Ombygningsår,/adresse/rymarksvej-23-1-12-2900-hellerup-01016048__23__1__12,value:|sqm:67|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.72381,12.487258,,,/adresse/tingbjerg-aas-14-1-th-2700-broenshoej-01017456__14__1__th,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.675945,12.574262,,,/adresse/vandkunsten-5-3-1467-koebenhavn-k-01017968___5__3____,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.675186,12.562257,,,/adresse/vester-farimagsgade-6-1-1044-1606-koebenhavn-v-01018208___6__11044,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,98.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,2017.0,København,55.65323,12.519356,2017-01-01T00:00:00Z,Byggeår,/adresse/carl-jacobsens-vej-14s-2-th-2500-valby-01011064_14s__2__th,value:2250000|sqm:98|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.66649,12.599185,2003-11-27T00:00:00Z,Fri handel,/adresse/uplandsgade-2-2300-koebenhavn-s-01017856___2_______,value:101000000|sqm:|lastPrice:154750000|sqmPr:undefined|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,86.0,Eget køkken med afløb,6.0,1.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,2018.0,København,55.659622,12.513825,2018-01-01T00:00:00Z,Byggeår,/adresse/montagehalsvej-22-4-tv-2500-valby-01014807__22__4__tv,value:2000000|sqm:86|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.65445,12.554472,,,/adresse/linus-paulings-vej-2-6-tv-2450-koebenhavn-sv-01014354___2__6__tv,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.704052,12.546818,,,/adresse/tagensvej-122b-2200-koebenhavn-n-01017336122b_______,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,69.0,Eget køkken med afløb,7.0,1.0,Andet materiale,Vandskyllende toilet i enheden,2018.0,København,55.65544,12.552825,2018-01-01T00:00:00Z,Byggeår,/adresse/pladehals-alle-38-4-2-2450-koebenhavn-sv-01018839__38__4___2,value:1700000|sqm:69|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,95.0,Eget køkken med afløb,5.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,2017.0,København,55.668945,12.535359,2017-01-01T00:00:00Z,Byggeår,/adresse/constantin-hansens-gade-37-0-1799-koebenhavn-v-01011185__37_st____,value:1950000|sqm:95|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,28.0,Eget køkken med afløb,4.0,1.0,Tegl,Vandskyllende toilet i enheden,2022.0,København,55.690716,12.510358,2022-01-01T00:00:00Z,Byggeår,/adresse/a.f.-beyers-vej-25-3-2-2720-vanloese-01010484__25__3___2,value:|sqm:28|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,41.0,Eget køkken med afløb,5.0,1.0,Tagpap med stor hældning,Vandskyllende toilet i enheden,1923.0,København,55.667496,12.594328,2012-02-27T00:00:00Z,Fri handel,/adresse/ved-moenten-10-0-25-2300-koebenhavn-s-01018084__10_st__25,value:|sqm:41|lastPrice:124665490|sqmPr:3040621|rooms:
,Udhus,Træ,,,,,,Tagpap med stor hældning,,1997.0,København,55.69926,12.536482,,,/adresse/nordre-fasanvej-230-0-2200-koebenhavn-n-01015040_230_st____,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,128.0,Eget køkken med afløb,3.0,2.0,Tagpap med lille hældning,Vandskyllende toilet i enheden,1963.0,København,55.666225,12.620666,2023-08-14T10:51:17.420477Z,Prisfald,/adresse/strandlodsvej-18v-1-7-2300-koebenhavn-s-01016996_18v__1___7?udbud=c7ad8c53-f21c-4c32-b6cf-15bf6a069244,pay:350000|sqmPr:54648|sqm:|floor:1|rooms:4|fees:3625|built:2017
,,,,,,,,,,,København,55.645206,12.545201,,,/adresse/grethe-ingmanns-vej-31-3-tv-2450-koebenhavn-sv-01018853__31__3__tv,value:|sqm:|lastPrice:|sqmPr:|rooms:
Hverken badeværelse eller adgang til badeværelse,Kolonihavehus,Træ,Ovn til fast og flydende brændsel,20.0,Eget køkken med afløb,1.0,,Tagpap med stor hældning,Intet vandskyllende toilet,1955.0,København,55.638996,12.515833,1955-01-01T00:00:00Z,Byggeår,/adresse/hf.-bergmannshave-87-2450-koebenhavn-sv-01019032__87_______,value:150000|sqm:20|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.637146,12.583466,,,/adresse/oerestads-boulevard-45-3-th-2300-koebenhavn-s-01018541__45__3__th,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.663364,12.560334,2017-08-08T00:00:00Z,Fri handel,/adresse/dybboelsbro-1-14-4-1577-koebenhavn-v-01011375___1_14___4,value:|sqm:|lastPrice:123000000|sqmPr:3727272|rooms:
Badeværelse i enheden,Fritliggende enfamilieshus (parcelhus),Mursten,Fjernvarme/blokvarme,220.0,Eget køkken med afløb,1.0,2.0,Betontagsten,Vandskyllende toilet i enheden,2019.0,København,55.69438,12.505013,2019-01-01T00:00:00Z,Byggeår,/adresse/bellisvej-18-2720-vanloese-01010448__18_______,value:5300000|sqm:220|lastPrice:|sqmPr:|rooms:
,Udhus,Træ,,,,,,Metal,,2000.0,København,55.65537,12.491044,,,/adresse/kulbanevej-21-0-24-2500-valby-01014022__21_st__24,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.645535,12.545825,,,/adresse/grethe-ingmanns-vej-45-2-th-2450-koebenhavn-sv-01018853__45__2__th,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.658176,12.50124,2019-11-26T00:00:00Z,Fri handel,/adresse/retortvej-3a-2500-valby-01015808__3a_______,value:88565000|sqm:|lastPrice:20000000|sqmPr:undefined|rooms:
